row_number,trigger_phrase,suggested_status,when_not_to_use,correction_source
527,cant afford,No Potential,"[skip:soft_money_plan] Near-term funding plan (salary soon, will arrange funds) OR concrete customer callback → Call Again. First soft temporary no money now still open → Recall.",generated_from_data23_and_conversation|correct_audit_61|conflict_i_tag_backfill_2026-09-07
528,not afford,No Potential,[skip:soft_money_plan] Funding plan or concrete customer callback → Call Again. Soft temporary open → Recall. Do not keep CA merely because comment has weekday/next week without call-me.,generated_from_data23_and_conversation|correct_audit_61|conflict_i_tag_backfill_2026-09-07
529,no income,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
530,dont have bank account,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
531,cannot pay online,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
532,no online banking,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
533,no payment method,No Potential,[skip:soft_money_plan] If customer clearly cannot pay online permanently or has no bank account,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
534,cant pay online,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
535,no bank account,No Potential,[skip:soft_money_plan] If customer can use another verified method,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
536,cash only,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
537,only cash,No Potential,[skip:soft_money_plan] If alternative online payment exists,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
538,no payment option,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,ai_output|conflict_i_when_not_to_use_2026-09-07
539,has no funds,No Potential,"[skip:soft_money_plan] If only a temporary money issue with willingness later, use Recall",manual_fix|conflict_i_tag_backfill_2026-09-07
540,do not have any online method,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,manual_fix|conflict_i_when_not_to_use_2026-09-07
541,because of funds,No Potential,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,manual_fix|conflict_i_when_not_to_use_2026-09-07
543,am broke and,No Potential,[skip:soft_money_plan] Salary soon or concrete customer callback → Call Again. Soft temporary open without hard broke → Recall.,ai_output|prompt_sheet_align_2026-09-04|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
560,rejecting calls,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
561,reject it pls,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
563,already associated to someone,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
564,already deposit the amount,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
567,didn’t want to sign up,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
568,i cannot invest,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
569,im not interetsed,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
579,payment method not available,Recall,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
580,no available payment method,Recall,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
581,doesnt have payment method,Recall,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
582,dont have payment method,Recall,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
584,doesnt have card,Recall,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
585,no credit card,Recall,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
586,no debit card,Recall,[skip:soft_money_plan] Near-term salary/arrange/friends OR concrete customer callback → Call Again. Soft temporary open with no plan → Recall.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
634,understood everything but she doesnt have a visa card,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
635,doesnt have a visas card,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
636,does not have visa card,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,generated_from_data23_and_conversation|conflict_i_when_not_to_use_2026-09-07
637,will not invest,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
639,already have investment account,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
642,denied reg but name his name,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
644,i will think on it,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
645,sorry i made it in confusion,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
646,negative experience been scammed before,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
648,didnt make a registration,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,manual_fix|conflict_i_when_not_to_use_2026-09-07
649,make the registration mistakenly,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
650,its a mistake,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
651,i didnt reg for this,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
652,no room to talk,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
654,no need no need,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
655,changed my mind,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
656,still yelling,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
657,im not keen,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
658,do not need it,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
659,i give up,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
661,i didnt make hu,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
662,its not something i reg,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
663,said he is not intrested,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
664,talk to her husband first,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
665,never mind,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
666,said not ready yet,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,ai_output|conflict_i_when_not_to_use_2026-09-07
667,always signing up for similar things,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
668,wasn't going to do anything,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
669,no quiere invertir,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
670,i dont think uob,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
671,no longer keen,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
672,cant log in,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
673,will not continue,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
675,will not proceed unless,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
676,give it a miss,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
677,denied rej,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
678,client saw dangerous site,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
679,i will not do,Recall,[skip:negation] First refusal day → Recall; second distinct day → No Interest. Genuine newest customer callback after a stale refusal may reopen Call Again.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
694,12 years old,Under 18,[skip:negation] Do not fire when the trigger phrase is negated or used in a false sense in the full sentence.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
695,number not in use,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,ai_output|conflict_i_when_not_to_use_2026-09-07
696,number is not in use,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,ai_output|conflict_i_when_not_to_use_2026-09-07
697,cc vn vietnamese number,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,telegram_approved|conflict_i_when_not_to_use_2026-09-07
698,77 years old,Call Again,[skip:negation][skip:agent_cb][skip:hard_money_dead][skip:next_month_as_ca] Do not fire if trigger is negated; agent-only cb:vm/cb na/call again rej; next month or hard/distant money without near plan → No Potential (not Call Again).,ai_output|conflict_i_when_not_to_use_2026-09-07
699,age - 82,Call Again,[skip:negation][skip:agent_cb][skip:hard_money_dead][skip:next_month_as_ca] Do not fire if trigger is negated; agent-only cb:vm/cb na/call again rej; next month or hard/distant money without near plan → No Potential (not Call Again).,ai_output|conflict_i_when_not_to_use_2026-09-07
700,no por,No Potential,[skip:soft_money_plan] If documents promised with concrete callback → Call Again,ai_output|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
701,cb tmrw,Call Again,[skip:negation][skip:agent_cb][skip:hard_money_dead][skip:next_month_as_ca] Agent dial cb:vm/cb na is not customer callback. Newest refusal → Recall.,ai_output|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
